Version,Version_Season,Season,Full_Name,Castaway_Id,Order,Result,Jury_Status,Place,Jury,Finalist,Winner,Season_Castaway_Id,Finale_Categorization,Era
US,US02,2,Colby Donaldson,US0031,15.0,Runner-up,nan,2,False,True,False,US02US0031,Finalist,Old School (pre-advantage)
US,US08,8,Colby Donaldson,US0031,7.0,5th voted out,nan,12,False,False,False,US08US0031,Voted out pre-jury,Old School (pre-advantage)
US,US20,20,Colby Donaldson,US0031,16.0,16th voted out,8th jury member,5,True,False,False,US20US0031,Jury,Old School (with advantages)
US,US50,50,Colby Donaldson,US0031,,nan,nan,23,False,True,True,US50US0031,Winner,New Era
US,US02,2,Tina Wesson,US0032,16.0,Sole Survivor,nan,1,False,True,True,US02US0032,Winner,Old School (pre-advantage)
US,US08,8,Tina Wesson,US0032,1.0,1st voted out,nan,18,False,False,False,US08US0032,Voted out pre-jury,Old School (pre-advantage)
US,US27,27,Tina Wesson,US0032,20.0,17th voted out,8th jury member,4,True,False,False,US27US0032,Jury,New School
US,US03,3,Diane Ogden,US0033,1.0,1st voted out,nan,16,False,False,False,US03US0033,Voted out pre-jury,Old School (pre-advantage)
US,US03,3,Jessie Camacho,US0034,2.0,2nd voted out,nan,15,False,False,False,US03US0034,Voted out pre-jury,Old School (pre-advantage)
US,US03,3,Carl Bilancione,US0035,3.0,3rd voted out,nan,14,False,False,False,US03US0035,Voted out pre-jury,Old School (pre-advantage)
US,US03,3,Linda Spencer,US0036,4.0,4th voted out,nan,13,False,False,False,US03US0036,Voted out pre-jury,Old School (pre-advantage)
US,US03,3,Silas Gaither,US0037,5.0,5th voted out,nan,12,False,False,False,US03US0037,Voted out pre-jury,Old School (pre-advantage)
US,US03,3,Lindsey Richter,US0038,6.0,6th voted out,nan,11,False,False,False,US03US0038,Voted out pre-jury,Old School (pre-advantage)
US,US03,3,Clarence Black,US0039,7.0,7th voted out,nan,10,False,False,False,US03US0039,Voted out pre-jury,Old School (pre-advantage)
US,US03,3,Kelly Goldsmith,US0040,8.0,8th voted out,1st jury member,9,True,False,False,US03US0040,Jury,Old School (pre-advantage)
US,US03,3,Brandon Quinton,US0041,9.0,9th voted out,2nd jury member,8,True,False,False,US03US0041,Jury,Old School (pre-advantage)
US,US03,3,Frank Garrison,US0042,10.0,10th voted out,3rd jury member,7,True,False,False,US03US0042,Jury,Old School (pre-advantage)
US,US03,3,Kim Powers,US0043,11.0,11th voted out,4th jury member,6,True,False,False,US03US0043,Jury,Old School (pre-advantage)
US,US03,3,Teresa Cooper,US0044,12.0,12th voted out,5th jury member,5,True,False,False,US03US0044,Jury,Old School (pre-advantage)
US,US03,3,Tom Buchanan,US0045,13.0,13th voted out,6th jury member,4,True,False,False,US03US0045,Jury,Old School (pre-advantage)
US,US08,8,Tom Buchanan,US0045,14.0,12th voted out,5th jury member,5,True,False,False,US08US0045,Jury,Old School (pre-advantage)
US,US03,3,Lex van den Berghe,US0046,14.0,14th voted out,7th jury member,3,True,False,False,US03US0046,Jury,Old School (pre-advantage)
US,US08,8,Lex van den Berghe,US0046,10.0,8th voted out,1st jury member,9,True,False,False,US08US0046,Jury,Old School (pre-advantage)
US,US03,3,Kim Johnson,US0047,15.0,Runner-up,nan,2,False,True,False,US03US0047,Finalist,Old School (pre-advantage)
US,US03,3,Ethan Zohn,US0048,16.0,Sole Survivor,nan,1,False,True,True,US03US0048,Winner,Old School (pre-advantage)
US,US08,8,Ethan Zohn,US0048,8.0,6th voted out,nan,11,False,False,False,US08US0048,Voted out pre-jury,Old School (pre-advantage)
US,US40,40,Ethan Zohn,US0048,4.0,4th voted out,3rd jury member,18,True,False,False,US40US0048,Jury,New School
US,US04,4,Peter Harkey,US0049,1.0,1st voted out,nan,16,False,False,False,US04US0049,Voted out pre-jury,Old School (pre-advantage)
US,US04,4,Patricia Jackson,US0050,2.0,2nd voted out,nan,15,False,False,False,US04US0050,Voted out pre-jury,Old School (pre-advantage)
US,US04,4,Hunter Ellis,US0051,3.0,3rd voted out,nan,14,False,False,False,US04US0051,Voted out pre-jury,Old School (pre-advantage)
US,US04,4,Sarah Jones,US0052,4.0,4th voted out,nan,13,False,False,False,US04US0052,Voted out pre-jury,Old School (pre-advantage)
US,US04,4,Gabriel Cade,US0053,5.0,5th voted out,nan,12,False,False,False,US04US0053,Voted out pre-jury,Old School (pre-advantage)
US,US04,4,Gina Crews,US0054,6.0,6th voted out,nan,11,False,False,False,US04US0054,Voted out pre-jury,Old School (pre-advantage)
US,US04,4,Rob Mariano,US0055,7.0,7th voted out,nan,10,False,False,False,US04US0055,Voted out pre-jury,Old School (pre-advantage)
US,US08,8,Rob Mariano,US0055,17.0,Runner-up,nan,2,False,True,False,US08US0055,Finalist,Old School (pre-advantage)
US,US20,20,Rob Mariano,US0055,8.0,8th voted out,nan,13,False,False,False,US20US0055,Voted out pre-jury,Old School (with advantages)
US,US22,22,Rob Mariano,US0055,20.0,Sole Survivor,nan,1,False,True,True,US22US0055,Winner,New School
US,US40,40,Rob Mariano,US0055,6.0,6th voted out,4th jury member,17,True,False,False,US40US0055,Jury,New School
US,US04,4,John Carroll,US0056,8.0,8th voted out,1st jury member,9,True,False,False,US04US0056,Jury,Old School (pre-advantage)
US,US04,4,Zoe Zanidakis,US0057,9.0,9th voted out,2nd jury member,8,True,False,False,US04US0057,Jury,Old School (pre-advantage)
US,US04,4,Tammy Leitner,US0058,10.0,10th voted out,3rd jury member,7,True,False,False,US04US0058,Jury,Old School (pre-advantage)
US,US04,4,Robert DeCanio,US0059,11.0,11th voted out,4th jury member,6,True,False,False,US04US0059,Jury,Old School (pre-advantage)
US,US04,4,Sean Rector,US0060,12.0,12th voted out,5th jury member,5,True,False,False,US04US0060,Jury,Old School (pre-advantage)
US,US04,4,Paschal English,US0061,13.0,Eliminated,6th jury member,4,True,False,False,US04US0061,Jury,Old School (pre-advantage)
US,US04,4,Kathy Vavrick-O'Brien,US0062,14.0,13th voted out,7th jury member,3,True,False,False,US04US0062,Jury,Old School (pre-advantage)
US,US08,8,Kathy Vavrick-O'Brien,US0062,11.0,9th voted out,2nd jury member,8,True,False,False,US08US0062,Jury,Old School (pre-advantage)
US,US04,4,Neleh Dennis,US0063,15.0,Runner-up,nan,2,False,True,False,US04US0063,Finalist,Old School (pre-advantage)
US,US04,4,Vecepia Towery,US0064,16.0,Sole Survivor,nan,1,False,True,True,US04US0064,Winner,Old School (pre-advantage)
US,US05,5,John Raymond,US0065,1.0,1st voted out,nan,16,False,False,False,US05US0065,Voted out pre-jury,Old School (pre-advantage)
US,US05,5,Tanya Vance,US0066,2.0,2nd voted out,nan,15,False,False,False,US05US0066,Voted out pre-jury,Old School (pre-advantage)
US,US05,5,Jed Hildebrand,US0067,3.0,3rd voted out,nan,14,False,False,False,US05US0067,Voted out pre-jury,Old School (pre-advantage)
US,US05,5,Ghandia Johnson,US0068,4.0,4th voted out,nan,13,False,False,False,US05US0068,Voted out pre-jury,Old School (pre-advantage)
US,US05,5,Stephanie Dill,US0069,5.0,5th voted out,nan,12,False,False,False,US05US0069,Voted out pre-jury,Old School (pre-advantage)
US,US05,5,Robert Zbacnik,US0070,6.0,6th voted out,nan,11,False,False,False,US05US0070,Voted out pre-jury,Old School (pre-advantage)
US,US05,5,Shii Ann Huang,US0071,7.0,7th voted out,nan,10,False,False,False,US05US0071,Voted out pre-jury,Old School (pre-advantage)
US,US08,8,Shii Ann Huang,US0071,13.0,11th voted out,4th jury member,6,True,False,False,US08US0071,Jury,Old School (pre-advantage)
US,US05,5,Erin Collins,US0072,8.0,8th voted out,1st jury member,9,True,False,False,US05US0072,Jury,Old School (pre-advantage)
US,US05,5,Ken Stafford,US0073,9.0,9th voted out,2nd jury member,8,True,False,False,US05US0073,Jury,Old School (pre-advantage)
US,US05,5,Penny Ramsey,US0074,10.0,10th voted out,3rd jury member,7,True,False,False,US05US0074,Jury,Old School (pre-advantage)
US,US05,5,Jake Billingsley,US0075,11.0,11th voted out,4th jury member,6,True,False,False,US05US0075,Jury,Old School (pre-advantage)
US,US05,5,Ted Rogers Jr.,US0076,12.0,12th voted out,5th jury member,5,True,False,False,US05US0076,Jury,Old School (pre-advantage)
US,US05,5,Helen Glover,US0077,13.0,13th voted out,6th jury member,4,True,False,False,US05US0077,Jury,Old School (pre-advantage)
US,US05,5,Jan Gentry,US0078,14.0,14th voted out,7th jury member,3,True,False,False,US05US0078,Jury,Old School (pre-advantage)
US,US05,5,Clay Jordan,US0079,15.0,Runner-up,nan,2,False,True,False,US05US0079,Finalist,Old School (pre-advantage)
US,US05,5,Brian Heidik,US0080,16.0,Sole Survivor,nan,1,False,True,True,US05US0080,Winner,Old School (pre-advantage)
US,US06,6,Ryan Aiken,US0081,1.0,1st voted out,nan,16,False,False,False,US06US0081,Voted out pre-jury,Old School (pre-advantage)
US,US06,6,Janet Koth,US0082,2.0,2nd voted out,nan,15,False,False,False,US06US0082,Voted out pre-jury,Old School (pre-advantage)
US,US06,6,Daniel Lue,US0083,3.0,3rd voted out,nan,14,False,False,False,US06US0083,Voted out pre-jury,Old School (pre-advantage)
US,US06,6,JoAnna Ward,US0084,4.0,4th voted out,nan,13,False,False,False,US06US0084,Voted out pre-jury,Old School (pre-advantage)
US,US06,6,Jeanne Hebert,US0085,5.0,5th voted out,nan,12,False,False,False,US06US0085,Voted out pre-jury,Old School (pre-advantage)
US,US06,6,Shawna Mitchell,US0086,6.0,6th voted out,nan,11,False,False,False,US06US0086,Voted out pre-jury,Old School (pre-advantage)
US,US06,6,Roger Sexton,US0087,7.0,7th voted out,nan,10,False,False,False,US06US0087,Voted out pre-jury,Old School (pre-advantage)
US,US06,6,Dave Johnson,US0088,8.0,8th voted out,1st jury member,9,True,False,False,US06US0088,Jury,Old School (pre-advantage)
US,US06,6,Deena Bennett,US0089,9.0,9th voted out,2nd jury member,8,True,False,False,US06US0089,Jury,Old School (pre-advantage)
US,US06,6,Alex Bell,US0090,10.0,10th voted out,3rd jury member,7,True,False,False,US06US0090,Jury,Old School (pre-advantage)
US,US06,6,Christy Smith,US0091,11.0,11th voted out,4th jury member,6,True,False,False,US06US0091,Jury,Old School (pre-advantage)
US,US06,6,Heidi Strobel,US0092,12.0,12th voted out,5th jury member,5,True,False,False,US06US0092,Jury,Old School (pre-advantage)
US,US06,6,Butch Lockley,US0093,13.0,13th voted out,6th jury member,4,True,False,False,US06US0093,Jury,Old School (pre-advantage)
US,US06,6,Rob Cesternino,US0094,14.0,14th voted out,7th jury member,3,True,False,False,US06US0094,Jury,Old School (pre-advantage)
US,US08,8,Rob Cesternino,US0094,4.0,3rd voted out,nan,15,False,False,False,US08US0094,Voted out pre-jury,Old School (pre-advantage)
US,US06,6,Matthew von Ertfelda,US0095,15.0,Runner-up,nan,2,False,True,False,US06US0095,Finalist,Old School (pre-advantage)
US,US06,6,Jenna Morasca,US0096,16.0,Sole Survivor,nan,1,False,True,True,US06US0096,Winner,Old School (pre-advantage)
US,US08,8,Jenna Morasca,US0096,3.0,Quit,nan,16,False,False,False,US08US0096,Voted out pre-jury,Old School (pre-advantage)
US,US07,7,Nicole Delma,US0097,1.0,1st voted out,nan,16,False,False,False,US07US0097,Voted out pre-jury,Old School (pre-advantage)
US,US07,7,Ryan Shoulders,US0098,2.0,2nd voted out,nan,15,False,False,False,US07US0098,Voted out pre-jury,Old School (pre-advantage)
US,US07,7,Lillian Morris,US0099,17.0,Runner-up,nan,2,False,True,False,US07US0099,Finalist,Old School (pre-advantage)
US,US07,7,Burton Roberts,US0100,14.0,13th voted out,5th jury member,5,True,False,False,US07US0100,Jury,Old School (pre-advantage)
US,US07,7,Michelle Tesauro,US0101,5.0,5th voted out,nan,14,False,False,False,US07US0101,Voted out pre-jury,Old School (pre-advantage)
US,US07,7,Trish Dunn,US0102,6.0,6th voted out,nan,13,False,False,False,US07US0102,Voted out pre-jury,Old School (pre-advantage)
US,US07,7,Shawn Cohen,US0103,7.0,7th voted out,nan,12,False,False,False,US07US0103,Voted out pre-jury,Old School (pre-advantage)
US,US07,7,Osten Taylor,US0104,8.0,Quit,nan,11,False,False,False,US07US0104,Voted out pre-jury,Old School (pre-advantage)
US,US07,7,Andrew Savage,US0105,9.0,8th voted out,nan,10,False,False,False,US07US0105,Voted out pre-jury,Old School (pre-advantage)
US,US31,31,Andrew Savage,US0105,9.0,8th voted out,2nd jury member,12,True,False,False,US31US0105,Jury,New School
US,US07,7,Ryan Opray,US0106,10.0,9th voted out,1st jury member,9,True,False,False,US07US0106,Jury,Old School (pre-advantage)
US,US07,7,Rupert Boneham,US0107,11.0,10th voted out,2nd jury member,8,True,False,False,US07US0107,Jury,Old School (pre-advantage)
US,US08,8,Rupert Boneham,US0107,15.0,13th voted out,6th jury member,4,True,False,False,US08US0107,Jury,Old School (pre-advantage)
US,US20,20,Rupert Boneham,US0107,15.0,15th voted out,7th jury member,6,True,False,False,US20US0107,Jury,Old School (with advantages)
US,US27,27,Rupert Boneham,US0107,3.0,Switched,nan,19,False,False,False,US27US0107,Voted out pre-jury,New School
US,US07,7,Tijuana Bradley,US0108,12.0,11th voted out,3rd jury member,7,True,False,False,US07US0108,Jury,Old School (pre-advantage)
US,US07,7,Christa Hastie,US0109,13.0,12th voted out,4th jury member,6,True,False,False,US07US0109,Jury,Old School (pre-advantage)
US,US07,7,Darrah Johnson,US0110,15.0,14th voted out,6th jury member,4,True,False,False,US07US0110,Jury,Old School (pre-advantage)
US,US07,7,Jon Dalton,US0111,16.0,15th voted out,7th jury member,3,True,False,False,US07US0111,Jury,Old School (pre-advantage)
US,US16,16,Jon Dalton,US0111,1.0,1st voted out (Quit),nan,20,False,False,False,US16US0111,Voted out pre-jury,Old School (with advantages)
US,US07,7,Sandra Diaz-Twine,US0112,18.0,Sole Survivor,nan,1,False,True,True,US07US0112,Winner,Old School (pre-advantage)
US,US20,20,Sandra Diaz-Twine,US0112,20.0,Sole Survivor,nan,1,False,True,True,US20US0112,Winner,Old School (with advantages)
US,US34,34,Sandra Diaz-Twine,US0112,6.0,6th voted out,nan,15,False,False,False,US34US0112,Voted out pre-jury,New School
US,US40,40,Sandra Diaz-Twine,US0112,8.0,8th voted out; Quit EoE,nan,15,False,False,False,US40US0112,Voted out pre-jury,New School
US,US09,9,Brook Geraghty,US0113,1.0,1st voted out,nan,18,False,False,False,US09US0113,Voted out pre-jury,Old School (pre-advantage)
US,US09,9,Dolly Neely,US0114,2.0,2nd voted out,nan,17,False,False,False,US09US0114,Voted out pre-jury,Old School (pre-advantage)
US,US09,9,John Palyok,US0115,3.0,3rd voted out,nan,16,False,False,False,US09US0115,Voted out pre-jury,Old School (pre-advantage)
US,US09,9,Mia Galeotalanza,US0116,4.0,4th voted out,nan,15,False,False,False,US09US0116,Voted out pre-jury,Old School (pre-advantage)
US,US09,9,Brady Finta,US0117,5.0,5th voted out,nan,14,False,False,False,US09US0117,Voted out pre-jury,Old School (pre-advantage)
US,US09,9,Travis Sampson,US0118,6.0,6th voted out,nan,13,False,False,False,US09US0118,Voted out pre-jury,Old School (pre-advantage)
US,US09,9,Lisa Keiffer,US0119,7.0,7th voted out,nan,12,False,False,False,US09US0119,Voted out pre-jury,Old School (pre-advantage)
US,US09,9,John Kenney,US0120,8.0,8th voted out,nan,11,False,False,False,US09US0120,Voted out pre-jury,Old School (pre-advantage)
US,US09,9,Rory Freeman,US0121,9.0,9th voted out,nan,10,False,False,False,US09US0121,Voted out pre-jury,Old School (pre-advantage)
US,US09,9,Lea Masters,US0122,10.0,10th voted out,1st jury member,9,True,False,False,US09US0122,Jury,Old School (pre-advantage)
US,US09,9,James Crittenden,US0123,11.0,11th voted out,2nd jury member,8,True,False,False,US09US0123,Jury,Old School (pre-advantage)
US,US09,9,Leann Slaby,US0124,12.0,12th voted out,3rd jury member,7,True,False,False,US09US0124,Jury,Old School (pre-advantage)
US,US09,9,Ami Cusack,US0125,13.0,13th voted out,4th jury member,6,True,False,False,US09US0125,Jury,Old School (pre-advantage)
US,US16,16,Ami Cusack,US0125,10.0,8th voted out,nan,11,False,False,False,US16US0125,Voted out pre-jury,Old School (with advantages)
US,US09,9,Julie Berry,US0126,14.0,14th voted out,5th jury member,5,True,False,False,US09US0126,Jury,Old School (pre-advantage)
US,US09,9,Eliza Orlins,US0127,15.0,15th voted out,6th jury member,4,True,False,False,US09US0127,Jury,Old School (pre-advantage)
US,US16,16,Eliza Orlins,US0127,11.0,9th voted out,1st jury member,10,True,False,False,US16US0127,Jury,Old School (with advantages)
US,US09,9,Scout Cloud Lee,US0128,16.0,16th voted out,7th jury member,3,True,False,False,US09US0128,Jury,Old School (pre-advantage)
US,US09,9,Twila Tanner,US0129,17.0,Runner-up,nan,2,False,True,False,US09US0129,Finalist,Old School (pre-advantage)
US,US09,9,Chris Daugherty,US0130,18.0,Sole Survivor,nan,1,False,True,True,US09US0130,Winner,Old School (pre-advantage)
US,US10,10,Jonathan Libby,US0131,1.0,Eliminated,nan,20,False,False,False,US10US0131,Voted out pre-jury,Old School (pre-advantage)
US,US10,10,Wanda Shirk,US0132,2.0,Eliminated,nan,19,False,False,False,US10US0132,Voted out pre-jury,Old School (pre-advantage)
US,US10,10,Jolanda Jones,US0133,3.0,1st voted out,nan,18,False,False,False,US10US0133,Voted out pre-jury,Old School (pre-advantage)
US,US10,10,Ashlee Ashby,US0134,4.0,2nd voted out,nan,17,False,False,False,US10US0134,Voted out pre-jury,Old School (pre-advantage)
US,US10,10,Jeff Wilson,US0135,5.0,3rd voted out,nan,16,False,False,False,US10US0135,Voted out pre-jury,Old School (pre-advantage)
US,US10,10,Kimberly Mullen,US0136,6.0,4th voted out,nan,15,False,False,False,US10US0136,Voted out pre-jury,Old School (pre-advantage)
US,US10,10,Willard Smith,US0137,7.0,5th voted out,nan,14,False,False,False,US10US0137,Voted out pre-jury,Old School (pre-advantage)
US,US10,10,Angie Jakusz,US0138,8.0,6th voted out,nan,13,False,False,False,US10US0138,Voted out pre-jury,Old School (pre-advantage)
US,US10,10,James Miller,US0139,9.0,7th voted out,nan,12,False,False,False,US10US0139,Voted out pre-jury,Old School (pre-advantage)
US,US10,10,Ibrehem Rahman,US0140,10.0,8th voted out,nan,11,False,False,False,US10US0140,Voted out pre-jury,Old School (pre-advantage)
US,US10,10,Bobby Jon Drinkard,US0141,11.0,Lost fire challenge,nan,10,False,False,False,US10US0141,Voted out pre-jury,Old School (pre-advantage)
US,US11,11,Bobby Jon Drinkard,US0141,10.0,10th voted out,1st jury member,9,True,False,False,US11US0141,Jury,Old School (with advantages)
US,US10,10,Coby Archa,US0142,12.0,9th voted out,1st jury member,9,True,False,False,US10US0142,Jury,Old School (pre-advantage)
US,US10,10,Janu Tornell,US0143,13.0,Quit,2nd jury member,8,True,False,False,US10US0143,Jury,Old School (pre-advantage)
US,US10,10,Stephenie LaGrossa,US0144,14.0,10th voted out,3rd jury member,7,True,False,False,US10US0144,Jury,Old School (pre-advantage)
US,US11,11,Stephenie LaGrossa,US0144,17.0,Runner-up,nan,2,False,True,False,US11US0144,Finalist,Old School (with advantages)
US,US20,20,Stephenie LaGrossa,US0144,2.0,2nd voted out,nan,19,False,False,False,US20US0144,Voted out pre-jury,Old School (with advantages)
US,US50,50,Stephenie LaGrossa,US0144,,nan,nan,22,False,True,True,US50US0144,Winner,New Era
US,US10,10,Gregg Carey,US0145,15.0,11th voted out,4th jury member,6,True,False,False,US10US0145,Jury,Old School (pre-advantage)
US,US10,10,Caryn Groedel,US0146,16.0,12th voted out,5th jury member,5,True,False,False,US10US0146,Jury,Old School (pre-advantage)
US,US10,10,Jennifer Lyon,US0147,17.0,Lost fire challenge,6th jury member,4,True,False,False,US10US0147,Jury,Old School (pre-advantage)
US,US10,10,Ian Rosenberger,US0148,18.0,14th voted out,7th jury member,3,True,False,False,US10US0148,Jury,Old School (pre-advantage)
US,US10,10,Katie Gallagher,US0149,19.0,Runner-up,nan,2,False,True,False,US10US0149,Finalist,Old School (pre-advantage)
US,US10,10,Tom Westman,US0150,20.0,Sole Survivor,nan,1,False,True,True,US10US0150,Winner,Old School (pre-advantage)
US,US20,20,Tom Westman,US0150,5.0,5th voted out,nan,16,False,False,False,US20US0150,Voted out pre-jury,Old School (with advantages)
US,US11,11,Jim Lynch,US0151,1.0,1st voted out,nan,18,False,False,False,US11US0151,Voted out pre-jury,Old School (with advantages)
US,US11,11,Morgan McDevitt,US0152,2.0,2nd voted out,nan,17,False,False,False,US11US0152,Voted out pre-jury,Old School (with advantages)
US,US11,11,Brianna Varela,US0153,3.0,3rd voted out,nan,16,False,False,False,US11US0153,Voted out pre-jury,Old School (with advantages)
US,US11,11,Brooke Struck,US0154,4.0,4th voted out,nan,15,False,False,False,US11US0154,Voted out pre-jury,Old School (with advantages)
US,US11,11,Blake Towsley,US0155,5.0,5th voted out,nan,14,False,False,False,US11US0155,Voted out pre-jury,Old School (with advantages)
US,US11,11,Margaret Bobonich,US0156,6.0,6th voted out,nan,13,False,False,False,US11US0156,Voted out pre-jury,Old School (with advantages)
US,US11,11,Brian Corridan,US0157,7.0,7th voted out,nan,12,False,False,False,US11US0157,Voted out pre-jury,Old School (with advantages)
US,US11,11,Amy O'Hara,US0158,8.0,8th voted out,nan,11,False,False,False,US11US0158,Voted out pre-jury,Old School (with advantages)
US,US11,11,Brandon Bellinger,US0159,9.0,9th voted out,nan,10,False,False,False,US11US0159,Voted out pre-jury,Old School (with advantages)
US,US11,11,Jamie Newton,US0160,11.0,11th voted out,2nd jury member,8,True,False,False,US11US0160,Jury,Old School (with advantages)
US,US11,11,Gary Hogeboom,US0161,12.0,12th voted out,3rd jury member,7,True,False,False,US11US0161,Jury,Old School (with advantages)
US,US11,11,Judd Sergeant,US0162,13.0,13th voted out,4th jury member,6,True,False,False,US11US0162,Jury,Old School (with advantages)
US,US11,11,Cindy Hall,US0163,14.0,14th voted out,5th jury member,5,True,False,False,US11US0163,Jury,Old School (with advantages)
US,US11,11,Lydia Morales,US0164,15.0,15th voted out,6th jury member,4,True,False,False,US11US0164,Jury,Old School (with advantages)
US,US11,11,Rafe Judkins,US0165,16.0,16th voted out,7th jury member,3,True,False,False,US11US0165,Jury,Old School (with advantages)
US,US11,11,Danni Boatwright,US0166,18.0,Sole Survivor,nan,1,False,True,True,US11US0166,Winner,Old School (with advantages)
US,US40,40,Danni Boatwright,US0166,3.0,3rd voted out,2nd jury member,19,True,False,False,US40US0166,Jury,New School
US,US12,12,Tina Scheer,US0167,1.0,1st voted out,nan,16,False,False,False,US12US0167,Voted out pre-jury,Old School (with advantages)
US,US12,12,Melinda Hyder,US0168,2.0,2nd voted out,nan,15,False,False,False,US12US0168,Voted out pre-jury,Old School (with advantages)
US,US12,12,Misty Giles,US0169,3.0,3rd voted out,nan,14,False,False,False,US12US0169,Voted out pre-jury,Old School (with advantages)
US,US12,12,Ruth Marie Milliman,US0170,4.0,4th voted out,nan,13,False,False,False,US12US0170,Voted out pre-jury,Old School (with advantages)
US,US12,12,Bobby Mason,US0171,5.0,5th voted out,nan,12,False,False,False,US12US0171,Voted out pre-jury,Old School (with advantages)
US,US12,12,Dan Barry,US0172,6.0,6th voted out,nan,11,False,False,False,US12US0172,Voted out pre-jury,Old School (with advantages)
US,US12,12,Nick Stanbury,US0173,7.0,7th voted out,nan,10,False,False,False,US12US0173,Voted out pre-jury,Old School (with advantages)
US,US12,12,Austin Carty,US0174,8.0,8th voted out,1st jury member,9,True,False,False,US12US0174,Jury,Old School (with advantages)
US,US12,12,Sally Schumann,US0175,9.0,9th voted out,2nd jury member,8,True,False,False,US12US0175,Jury,Old School (with advantages)
US,US12,12,Bruce Kanegai,US0176,10.0,Medically evacuated,3rd jury member,7,True,False,False,US12US0176,Jury,Old School (with advantages)
US,US12,12,Courtney Marit,US0177,11.0,10th voted out,4th jury member,6,True,False,False,US12US0177,Jury,Old School (with advantages)
US,US12,12,Shane Powers,US0178,12.0,11th voted out,5th jury member,5,True,False,False,US12US0178,Jury,Old School (with advantages)
US,US12,12,Cirie Fields,US0179,13.0,12th voted out,6th jury member,4,True,False,False,US12US0179,Jury,Old School (with advantages)
US,US16,16,Cirie Fields,US0179,18.0,15th voted out,8th jury member,3,True,False,False,US16US0179,Jury,Old School (with advantages)
US,US20,20,Cirie Fields,US0179,4.0,4th voted out,nan,17,False,False,False,US20US0179,Voted out pre-jury,Old School (with advantages)
US,US34,34,Cirie Fields,US0179,15.0,Eliminated,8th jury member,6,True,False,False,US34US0179,Jury,New School
US,US50,50,Cirie Fields,US0179,,nan,nan,21,False,True,True,US50US0179,Winner,New Era
US,US12,12,Terry Deitz,US0180,14.0,13th voted out,7th jury member,3,True,False,False,US12US0180,Jury,Old School (with advantages)
US,US31,31,Terry Deitz,US0180,6.0,Withdrew,nan,15,False,False,False,US31US0180,Voted out pre-jury,New School
US,US12,12,Danielle DiLorenzo,US0181,15.0,Runner-up,nan,2,False,True,False,US12US0181,Finalist,Old School (with advantages)
US,US20,20,Danielle DiLorenzo,US0181,14.0,14th voted out,6th jury member,7,True,False,False,US20US0181,Jury,Old School (with advantages)
US,US12,12,Aras Baskauskas,US0182,16.0,Sole Survivor,nan,1,False,True,True,US12US0182,Winner,Old School (with advantages)
US,US27,27,Aras Baskauskas,US0182,12.0,10th voted out,1st jury member,11,True,False,False,US27US0182,Jury,New School
US,US13,13,Sekou Bunch,US0183,1.0,1st voted out,nan,20,False,False,False,US13US0183,Voted out pre-jury,Old School (with advantages)
US,US13,13,Virgilio Garcia,US0184,2.0,2nd voted out,nan,19,False,False,False,US13US0184,Voted out pre-jury,Old School (with advantages)
US,US13,13,Cecilia Mansilla,US0185,3.0,3rd voted out,nan,18,False,False,False,US13US0185,Voted out pre-jury,Old School (with advantages)
US,US13,13,John Calderon,US0186,4.0,4th voted out,nan,17,False,False,False,US13US0186,Voted out pre-jury,Old School (with advantages)
US,US13,13,Stephannie Favor,US0187,5.0,5th voted out,nan,16,False,False,False,US13US0187,Voted out pre-jury,Old School (with advantages)
US,US13,13,Anh-Tuan Bui,US0188,6.0,6th voted out,nan,15,False,False,False,US13US0188,Voted out pre-jury,Old School (with advantages)
US,US13,13,Cristina Coria,US0189,7.0,7th voted out,nan,14,False,False,False,US13US0189,Voted out pre-jury,Old School (with advantages)
US,US13,13,Jessica Smith,US0190,8.0,8th voted out,nan,13,False,False,False,US13US0190,Voted out pre-jury,Old School (with advantages)
US,US13,13,Brad Virata,US0191,9.0,9th voted out,1st jury member,12,True,False,False,US13US0191,Jury,Old School (with advantages)
US,US13,13,Rebecca Borman,US0192,10.0,10th voted out,2nd jury member,11,True,False,False,US13US0192,Jury,Old School (with advantages)
US,US13,13,Jenny Guzon-Bae,US0193,11.0,11th voted out,3rd jury member,10,True,False,False,US13US0193,Jury,Old School (with advantages)
US,US13,13,Nathan Gonzalez,US0194,12.0,12th voted out,4th jury member,9,True,False,False,US13US0194,Jury,Old School (with advantages)
US,US13,13,Candice Woodcock,US0195,13.0,13th voted out,5th jury member,8,True,False,False,US13US0195,Jury,Old School (with advantages)
US,US20,20,Candice Woodcock,US0195,13.0,13th voted out,5th jury member,8,True,False,False,US20US0195,Jury,Old School (with advantages)
US,US27,27,Candice Cody,US0195,2.0,2nd voted out,nan,20,False,False,False,US27US0195,Voted out pre-jury,New School
US,US13,13,Jonathan Penner,US0196,14.0,14th voted out,6th jury member,7,True,False,False,US13US0196,Jury,Old School (with advantages)
US,US16,16,Jonathan Penner,US0196,6.0,Medically evacuated,nan,15,False,False,False,US16US0196,Voted out pre-jury,Old School (with advantages)
US,US25,25,Jonathan Penner,US0196,12.0,11th voted out,5th jury member,7,True,False,False,US25US0196,Jury,New School
US,US13,13,Parvati Shallow,US0197,15.0,15th voted out,7th jury member,6,True,False,False,US13US0197,Jury,Old School (with advantages)
