Version,Version_Season,Season,Castaway_Id,Advantage_Id,Sequence_Id,Event,Success,Season_Advantage_Id,Season_Castaway_Id,Movement_Id
US,US45,45,US0667,3,1,Found,nan,US453,US45US0667,467
US,US45,45,US0673,4,1,Found,nan,US454,US45US0673,468
US,US45,45,US0667,4,2,Recieved,nan,US454,US45US0667,469
US,US45,45,US0663,4,3,Recieved,nan,US454,US45US0663,470
US,US45,45,US0663,4,4,Played,Not needed,US454,US45US0663,471
US,US45,45,US0663,5,1,Found,nan,US455,US45US0663,472
US,US45,45,US0663,5,2,Became steal a vote,nan,US455,US45US0663,473
US,US45,45,US0663,5,3,Became hidden immunity idol,nan,US455,US45US0663,474
US,US45,45,US0663,5,4,Played,Not needed,US455,US45US0663,475
US,US45,45,US0675,6,1,Found,nan,US456,US45US0675,476
US,US45,45,US0675,6,2,Became steal a vote,nan,US456,US45US0675,477
US,US45,45,US0675,6,3,Voted out with advantage,nan,US456,US45US0675,478
US,US45,45,US0670,7,1,Found,nan,US457,US45US0670,479
US,US45,45,US0670,7,2,Voted out with advantage,nan,US457,US45US0670,480
US,US45,45,US0657,8,1,Found (beware),nan,US458,US45US0657,481
US,US45,45,US0657,8,2,Found,nan,US458,US45US0657,482
US,US45,45,US0657,8,3,Voted out with advantage,nan,US458,US45US0657,483
US,US45,45,US0671,9,1,Found,nan,US459,US45US0671,484
US,US45,45,US0671,9,2,Played,Not needed,US459,US45US0671,485
US,US45,45,US0671,10,1,Found,nan,US4510,US45US0671,486
US,US45,45,US0671,10,2,Played,No,US4510,US45US0671,487
US,US46,46,US0695,1,1,Found (beware),nan,US461,US46US0695,488
US,US46,46,US0695,1,2,Found,nan,US461,US46US0695,489
US,US46,46,US0695,1,3,Voted out with advantage,nan,US461,US46US0695,490
US,US46,46,US0689,2,1,Found,nan,US462,US46US0689,491
US,US46,46,US0689,2,2,Played,Not needed,US462,US46US0689,492
US,US46,46,US0694,3,1,Found,nan,US463,US46US0694,493
US,US46,46,US0694,3,2,Voted out with advantage,nan,US463,US46US0694,494
US,US46,46,US0692,4,1,Found (beware),nan,US464,US46US0692,495
US,US46,46,US0692,4,2,Left game with advantage,nan,US464,US46US0692,496
US,US46,46,US0685,5,1,Found (beware),nan,US465,US46US0685,497
US,US46,46,US0685,5,2,Found,nan,US465,US46US0685,498
US,US46,46,US0685,5,3,Voted out with advantage,nan,US465,US46US0685,499
US,US46,46,US0684,6,1,Found (beware),nan,US466,US46US0684,500
US,US46,46,US0684,6,2,Found,nan,US466,US46US0684,501
US,US46,46,US0684,6,3,Voted out with advantage,nan,US466,US46US0684,502
US,US46,46,US0697,7,1,Found,nan,US467,US46US0697,503
US,US46,46,US0697,7,2,Voted out with advantage,nan,US467,US46US0697,504
US,US46,46,US0691,8,1,Found,nan,US468,US46US0691,505
US,US46,46,US0691,8,2,Voted out with advantage,nan,US468,US46US0691,506
US,US47,47,US0702,1,1,Found (beware),nan,US471,US47US0702,507
US,US47,47,US0702,1,2,Found,nan,US471,US47US0702,508
US,US47,47,US0702,1,3,Played,Not needed,US471,US47US0702,509
US,US47,47,US0708,2,1,Found (beware),nan,US472,US47US0708,510
US,US47,47,US0708,2,2,Found,nan,US472,US47US0708,511
US,US47,47,US0709,3,1,Found (beware),nan,US473,US47US0709,512
US,US47,47,US0709,3,2,Found,nan,US473,US47US0709,513
US,US47,47,US0709,3,3,Expired,nan,US473,US47US0709,514
US,US47,47,US0708,2,3,Played,Not needed,US472,US47US0708,515
US,US47,47,US0708,4,1,Found,nan,US474,US47US0708,516
US,US47,47,US0708,4,2,Played,Not needed,US474,US47US0708,517
US,US47,47,US0713,5,1,Found,nan,US475,US47US0713,518
US,US47,47,US0701,6,1,Found,nan,US476,US47US0701,519
US,US47,47,US0698,7,1,Found,nan,US477,US47US0698,520
US,US47,47,US0712,8,1,Found,nan,US478,US47US0712,521
US,US47,47,US0703,9,1,Found,nan,US479,US47US0703,522
US,US47,47,US0703,9,2,Played,Yes,US479,US47US0703,523
US,US47,47,US0713,5,2,Played,nan,US475,US47US0713,524
US,US47,47,US0701,6,2,Played,nan,US476,US47US0701,525
US,US47,47,US0698,7,2,Played,nan,US477,US47US0698,526
US,US47,47,"US0701, US0698, US0713",10,1,Found,nan,US4710,"US47US0701, US0698, US0713",527
US,US47,47,"US0701, US0698, US0713",10,2,Played,Not needed,US4710,"US47US0701, US0698, US0713",528
US,US47,47,US0711,11,1,Found,nan,US4711,US47US0711,529
US,US47,47,US0711,11,2,Played,Yes,US4711,US47US0711,530
US,US47,47,US0707,12,1,Found,nan,US4712,US47US0707,531
US,US47,47,US0707,12,2,Played,Yes,US4712,US47US0707,532
US,US47,47,US0707,13,1,Found,nan,US4713,US47US0707,533
US,US47,47,US0707,13,2,Played,Not needed,US4713,US47US0707,534
US,US47,47,US0712,8,2,Played,Not needed,US478,US47US0712,535
US,US48,48,US0729,1,1,Found (beware),nan,US481,US48US0729,536
US,US48,48,US0729,1,2,Found,nan,US481,US48US0729,537
US,US48,48,US0729,1,3,Played,Not needed,US481,US48US0729,538
US,US48,48,US0726,2,1,Found (beware),nan,US482,US48US0726,539
US,US48,48,US0726,2,2,Found,nan,US482,US48US0726,540
US,US48,48,US0726,2,3,Played,Yes,US482,US48US0726,541
US,US48,48,US0731,3,1,Found (beware),nan,US483,US48US0731,542
US,US48,48,US0731,3,2,Found,nan,US483,US48US0731,543
US,US48,48,US0721,3,3,Received,nan,US483,US48US0721,544
US,US48,48,US0721,3,4,Played,Not needed,US483,US48US0721,545
US,US48,48,US0728,4,1,Found,nan,US484,US48US0728,546
US,US48,48,US0728,4,2,Played,Not needed,US484,US48US0728,547
US,US48,48,US0733,5,1,Found,nan,US485,US48US0733,548
US,US48,48,US0724,6,1,Found,nan,US486,US48US0724,549
US,US48,48,US0726,6,2,Received,nan,US486,US48US0726,550
US,US48,48,US0726,6,3,Played,Not needed,US486,US48US0726,551
US,US48,48,US0729,7,1,Found,nan,US487,US48US0729,552
US,US48,48,US0729,7,2,Played,No,US487,US48US0729,553
US,US48,48,US0721,8,1,Found,nan,US488,US48US0721,554
US,US48,48,US0721,8,2,Expired,nan,US488,US48US0721,555
US,US48,48,US0721,9,1,Found,nan,US489,US48US0721,556
US,US48,48,US0721,9,2,Played,No,US489,US48US0721,557
